atom_count,structure_type,atomic_number,electronegativity,atomic_radius,melting_point,dos_pc1,dos_pc2,dos_pc3,dos_pc4,dos_pc5,dos_pc6,dos_pc7,dos_pc8,dos_pc9,dos_pc10,dos_pc11,dos_pc12,dos_pc13,dos_pc14,dos_pc15,dos_pc16,dos_pc17,dos_pc18,dos_pc19,dos_pc20,dos_pc21,dos_pc22,dos_pc23,dos_pc24,dos_pc25,dos_pc26,dos_pc27,dos_pc28,dos_pc29,dos_pc30,dos_pc31,dos_pc32,dos_pc33,dos_pc34,dos_pc35,dos_pc36,dos_pc37,dos_pc38,dos_pc39,dos_pc40,dos_pc41,dos_pc42,dos_pc43,dos_pc44,dos_pc45,dos_pc46,dos_pc47,dos_pc48,dos_pc49,dos_pc50,target_property
121,icosahedral,79,2.749960470399178,1.373602622571718,1689.5681633811703,-4.467937035479973,4.980937472338714,-3.705567652710053,-2.13822465956621,1.4531046669445498,-2.8485823347302164,-4.197818075756408,0.15442663319832411,-1.5660559795259086,4.401896659846569,-0.12068570912549212,-0.38237857951381404,-0.543351734820744,1.4292790151045536,-2.701293614946679,-1.7410976184376201,2.6111075171507037,-4.483158926825083,-4.829516821349735,-2.560065562619046,-3.979026193716778,3.4381909182680563,0.8650826716372121,-2.63087893905754,-0.20555526387892914,2.415273625357273,-0.1647590252243115,-2.0755038925172467,0.6075261527272043,-3.176518290820778,-1.2033181160019961,0.710308476782345,4.776809209520023,2.306788478286203,-0.49975438498972213,-0.9119790680614206,-2.5617976251860637,1.4960266802555309,0.1225951151139674,1.5057149313848766,-0.1526778865408492,-3.4444294534891178,3.1034947564679722,0.685682133738814,1.14478938662311,2.1095893497251077,3.9358911786970268,-4.650530700647958,-4.105734648751043,-3.8528317983716334,-0.40970286475824524
70,cubic,79,2.209905593095586,1.331584625756877,1716.8219978180616,-4.737860151076586,3.197657217045038,4.192320880881104,1.669131074658223,0.007024842948216782,0.6980729219293605,-3.757051171772523,-2.2485951034386367,-1.0766121633502486,-2.108520461562222,2.433528048381748,-0.7756130009962354,1.090710072630498,-1.8753811302120578,-0.39874807387828975,-0.10111056454689119,-2.7564478293837777,-2.2064712426693167,4.024899542280069,-3.5112341343641535,5.228547969541862,1.9351621286532683,-3.0238882467485784,2.717633801761363,2.639870602548822,6.1712052680419145,-8.207135076922505,-4.71826853343246,-1.6392769741330668,-5.24421390844913,-1.2661913998944052,2.6973073841336936,-5.3576171028016635,-1.0596321199396528,3.4549495341475884,2.8152125677686053,4.120973567743796,0.17647845819553357,-1.2271398182956896,0.7154504277270446,0.9315512207255858,-2.8422236622894745,1.0642437064937502,1.7479475069404662,-1.8185607703464517,-1.7218231366385002,3.5874056014397837,3.3407296183198625,-6.731441934693197,-0.23452353765966544,-0.14526000725295418
111,icosahedral,78,2.8980542894407137,1.417577298124541,1707.9086032141668,-0.9832982792516413,1.4772156819554254,1.127203798987087,5.708605770550963,0.9108861926362468,-0.12830783119612876,0.5421876654324411,-0.19393098252916494,1.7934712873170198,-0.08805509801926188,-1.2445624545866898,-0.009977352764321908,4.299432854270414,-4.040305417679995,-1.1825199145723067,-1.618967177198477,-0.5517371242868259,-3.7800906482295114,-0.22262877643149703,0.7196118291165274,-2.913884988827689,4.673243562423618,12.517686335771216,1.1320546125585058,-1.8548635434239211,0.9755906060757729,4.851872829233761,-1.9385776350483348,4.241060867615727,0.9385107700676959,4.0123235927142415,0.27566151223034036,0.9314686455364511,4.223547341029317,2.084337068840384,-0.39621297902202907,4.189425072056017,1.8385724113826063,4.095750922535272,4.482414411589051,-0.5311285325603924,1.1675094481349708,-6.341387725704838,-3.8876803324066076,-0.47524964518907725,-0.9216147187396676,1.0349938063886892,3.2771957831721172,4.758009947557597,-1.2796033784044636,0.8280604429489504
33,cuboctahedral,79,2.205139640482007,1.3460006824274109,1751.3559201837327,2.8922533895162377,-4.022129452063655,-0.41744836795685664,-0.7297885579891731,3.1655164038817807,2.0534307931817413,-8.929593482561478,-2.1795445231814825,-2.8253635822303234,-0.2632721039877486,3.32759539645279,3.999284943674274,-1.4226936764277498,-5.990311961881047,0.11080683349223741,-4.546094667744173,-4.156290092008237,3.4223625654216114,-2.4233642221197798,-1.1898238373741952,1.8005104326700763,-1.7040187375334104,-2.651955865580552,-1.8439138109789446,1.8489151397145158,1.2392826308310567,3.806920345188234,1.502942440319847,-1.3703587159755262,-4.888127813632589,-1.8085932282648014,0.3000030622221595,-3.6600263218845854,3.514677876196253,-4.081057354511128,-2.533705345007544,5.397567241194207,1.715997376136371,-1.3389630805355242,1.0631600817550022,1.0823145113103225,-0.9390639886874274,1.3192795129865185,1.5754338992184582,-2.2152132662550237,-5.005084377668391,4.098981063712383,-1.391687121984008,-7.994699471216072,-1.483712619913283,-0.7727164110376594
125,cuboctahedral,78,2.1906877206636666,1.4620269714244982,1351.344612104017,2.9456353406592166,2.3160705425461954,1.5049603161024256,-0.04913592416621991,2.487532714378603,3.01805142669896,5.450347298657886,3.1521931873087268,-1.4852191237104375,-4.1076078024124625,0.08733977195865349,-3.4533079493000494,-3.9512389129619,-2.9717998311299847,2.0631768936933406,0.07178905389536824,-0.4201618106348399,-0.31718894891341487,1.612928576319983,-2.934478636192334,-3.2554966542566444,3.805051816455262,1.9030677301888785,-4.420792176210197,-3.8952801535638515,-0.7474321104353526,-3.01027395401744,-4.551411137748693,0.08193342328992048,-2.7792963303140277,-3.7621676852574883,-0.8124517813119569,6.560384639242565,1.4549588463730903,0.21799642457898943,-5.022101368757407,-3.179120297004625,1.3376584317287512,-1.8900057779786779,-2.1049193724916107,0.906021782555707,-3.029109022424276,3.6567769042120455,1.8202331400801912,3.7636639362303477,-1.067648950571323,0.6620820282295321,-4.050084050781515,3.476084445492,1.055970423050555,-0.14774210807234095
90,icosahedral,79,2.036549667848095,1.4702105592033776,1653.0251572477669,-6.11435318352361,4.196626154461039,2.7707484965588187,-3.682150961305962,-0.028688357671017916,-2.9318070423204468,-5.872675399239216,-5.203239660294092,-0.06530371434535118,-3.261937813061564,-4.030428776848468,-6.203961258207418,1.5987780737361281,6.343199615883953,0.46728042098807765,-1.027492224294153,0.45875776400342244,-2.726181574441319,-2.309990161368423,0.5178170045047797,-1.0381974777866114,0.2791061461921671,-5.713320954793975,7.191898154258718,5.748045982602991,-2.451522806475345,-2.0422291186306776,-1.624988993761569,5.157616287106086,-0.5513666739388338,1.180218375521944,-2.406424300228347,7.706954050761002,-2.9005518950354188,-1.3294072064287632,-0.8870688939345039,-1.5806560426913527,3.1299423493225103,-0.2456756215106756,0.006747331519731374,-2.667489317658071,-0.5402109282845137,3.0166968501351636,4.607567239089533,0.4485321955561302,0.8313844736477306,-0.5449852250337262,-0.5859035704322683,4.847434549512108,-0.30509237388853455,-0.28434645309247886
79,cubic,78,2.472066945109999,1.3265162780620365,1476.323698364484,-4.30547778712377,-0.7426445577104623,2.6742011383293725,-0.2807484238810916,-5.733335752530456,4.21400997911402,-0.2679746989943437,2.6228097316205505,6.792942371181158,-1.7309248283750283,1.5499646853532312,-3.8125581230873036,4.119968121765076,-5.926317224902433,-1.0276414036304538,-2.207423424813976,1.2691409515394807,4.879353361190984,-0.5915405806240143,-7.349622384775445,0.8161054143920712,-1.8337099724591543,2.0838691240241674,4.585645271783364,-1.3661283208535195,-4.055250202899144,5.407381761311846,0.4363534234820309,-7.493802064208516,-2.908417849734763,1.2922492372202468,-1.9191472265021816,-0.13570518263760903,4.321307702965265,2.2965910954384317,-4.01967033065646,5.367900150138414,0.9422573695600274,-1.527857657417341,-1.7819752555343062,-1.2217410294079114,-4.564598337390641,-9.135978079763948,-1.2112628291413812,-1.1214634938186063,-5.2899558251499395,3.027975663876686,0.4258028435537215,1.9346834660073216,-2.1165821256659165,-0.43945376797426594
39,cuboctahedral,78,2.5648411332626164,1.2830483391705154,1705.1991317340369,-1.9156021888734718,2.996414042255388,-3.097787946184269,1.19566353723947,-3.8455921450268447,-2.778797500402009,0.11565996646489977,-1.8285061273691778,-3.4465803164911133,0.2627995591984808,4.23930128030243,0.7098500424763928,1.1122820819522734,0.03738779346812159,-0.41425537321209593,-2.672024117972574,-0.5656073049039319,-1.7260830996088836,4.962638009311664,2.8126724457074075,0.22739317584307728,-5.163792216248172,7.25726762849234,1.969388052767446,1.5728417882690098,-0.01895697929517308,-5.145237959191403,-1.4225846598882135,2.619138666850357,1.1400870100796245,-1.6230080153773496,1.2847414562368622,1.8015314766251789,0.7226176136245968,-2.702560996626607,-2.0639107622969246,-2.3156603359851844,-4.630013619471291,-3.760734786880987,-3.732235792328503,0.297346459217914,-4.0285750053779905,-2.744670961941316,-1.8825112272494107,6.6100306559327855,1.412056683938803,1.3378224493545792,-2.1014100571586045,3.9115762092802657,-3.6262252836178193,-0.25710300737117664
121,cuboctahedral,78,2.0657086394283524,1.3777050985780086,1637.094406296968,3.117096281988458,-2.6464154003568074,-2.871860174293879,4.34153167116766,2.1057614405552183,-4.487691289528025,-0.17753663947429715,4.22714630954551,0.9618919503360319,3.327791360164298,-1.2887889888697834,-5.849218471423367,1.7650664215968142,-3.1727764430553997,-1.5518092275159692,-3.0728837189705067,1.1385317556258532,-1.5618537726143022,1.196366790543313,0.1056760773632859,1.4025889571705903,2.083383602776329,-1.1701158797996072,-0.6674932879577054,0.1806265984239479,5.243530275084902,3.6767833828748118,0.7417140693587049,-5.9141573123669495,-7.562226442895933,-5.757045442482194,-1.824478463523614,-3.8543224355046966,2.444786698073216,-2.0490147949780115,-4.696515367808034,-2.3925685698633146,-1.3361931903620883,-0.736668526973893,-4.03714893827581,6.641504056642336,5.451536578644144,-2.114095352138252,1.1884657229670303,-5.545418860643313,-2.756347967024357,-3.2663729585225956,-1.2361725523732423,0.8294157559520295,1.2628035181641184,-0.6624001029777502
101,cuboctahedral,79,2.7755276166950105,1.4737090036850073,1665.8684678998347,3.73468400312645,1.9426131508573425,0.23361366438794523,-6.7899819662071526,3.1354002061624633,2.685853022375622,0.6090525105062448,-1.5594461772156438,-0.07445411813128523,-6.552801280616184,5.674248873821681,1.769251296807556,-2.792578321214899,-1.1797740514956627,-0.7428500630597464,-3.40257446235082,1.1079785227102448,-0.6281915153953022,3.693769649803881,1.5133860477924268,-2.187016694445901,-3.970630509995012,-0.5877756322666903,-0.5874969793336935,2.2990668204237195,-1.3563643720850826,-2.264235720672219,1.2971736305903874,1.808880605930862,-2.127746765520485,-1.6106121942847986,0.4469485114175528,-2.1946868483735735,-3.2758338672513663,3.4441497779368717,-3.3511266464602696,-0.10427772682879088,5.24308544832772,-0.47842825806509137,1.3643407768059272,-1.425460854947663,2.098339473119521,-0.5276225679465606,1.5335555481265652,3.2585231993902903,1.1054268661206017,1.2346267626189407,-1.4339078353026236,-2.699139619291288,7.266603048513849,0.05809487216912376
105,icosahedral,79,2.4532888347480277,1.2631986567017,1593.697102608643,-1.7084778332174828,2.3313080777837025,3.1088191944238552,-0.7405393740959813,-1.1902238437935346,5.466539782537366,2.1865524601772672,-1.50063359522363,-0.5379297977259315,8.051759146604338,5.275512791071864,4.28261767416203,-8.112854066673924,-2.296407395255771,1.7490177849679232,1.2657972057544875,4.9800446108666385,-2.456063800622852,1.5176673470873334,-3.318383045664004,-5.022566353087882,-1.1691314271269695,0.20145386023710218,4.661251775843114,-3.2989688152960985,2.2467032981177817,3.80153577052551,0.9352422539678859,-0.858327258659808,-1.7516273826560094,1.0890989167246004,4.299120372922173,1.3899832661069824,0.19469816004362436,-1.8908260319778138,-3.718420307420487,4.631461752961208,-4.328987912859937,-0.19081359286690672,1.181662304845088,3.2565220121768963,1.7314765253793172,-1.5350379084790642,-0.38053747285834894,1.111394908091926,3.7317148051598457,0.503802804989532,-2.0075802856390066,-5.488998932345722,3.018583478515458,0.34514373778493246
93,icosahedral,79,2.52439026932758,1.3868899750690449,1306.457261681824,-5.630485866750378,-0.9237623915344623,-2.688718922577449,1.3246679047540075,-2.4569754134754325,0.5736507059263155,-5.8634177191695205,-4.086188917613065,-0.36126475967547356,-4.394402406221939,4.006048996353857,-8.266633800712485,-5.048904838049148,3.8987797569915945,0.6613687827109499,0.4900230270105402,-1.515043439778927,-1.766973131482926,-4.461804018944944,-1.919351344052332,-0.6882803841114028,1.7366253204337017,8.361518782871968,-5.215762231936819,-1.061951221197307,4.913788896986485,-4.758467074979336,-2.404964438959636,4.195045016612224,1.7614617208638303,-5.768902913594794,2.6762127860720053,-0.5112411544984717,0.033237443207782644,0.9051371293380226,-0.39698236201887444,0.10270431642539411,-2.495772114633377,-3.843744170758965,-0.14328039047243424,5.566911802392059,2.7174262887170273,-0.7849664572733561,-0.2823932063460259,-0.22859522095539386,-1.4799622612643426,0.060583953206045295,1.139088194156294,0.546748515146364,-4.7787371942231704,-0.8930652554120211
93,cubic,79,2.440762746938228,1.389468066027756,1527.0161513381631,1.802361663512124,-1.824553861505532,-2.7448613135278004,-0.2605610641051228,-2.3398544667574424,1.612414935465024,-5.281940159366321,-1.9424045977582327,4.2583211008769695,0.48885196005134623,1.9779278452123612,-6.731395464826088,-0.703209048808487,3.1400668375619416,-1.5154792344674903,2.9440951798511903,1.6961376364646021,-3.607726400163975,-0.058650340569675476,2.0683257641736112,3.6097687167135284,-4.04563990350176,-3.633129647029819,-0.14953690474429387,2.9654302916160056,3.861651132811984,-0.42956689087631245,-5.646832980666142,-6.041807731979043,-2.80944168743609,5.584224064695807,3.291602274561978,-2.0543745058236063,5.200831286423538,-1.5057647235739842,2.4070057353358494,0.48382233557856474,1.215721419321986,2.972085339505211,2.2761351818906963,2.95974818016011,3.1737763989233003,3.4778139500892618,4.929049669634894,1.0453820849419109,0.8934682418795343,-0.347925628981065,0.04052480013681786,1.6611670596890729,-2.997473040038811,0.25982037924362267
106,cubic,78,2.400763060875326,1.4199339067245842,1790.8018437147048,-1.7121794941285928,-1.3291529411566696,1.6820616572411458,3.594521187013126,1.7454841250156168,-0.734006117716032,-5.889815298296286,3.1632390825286434,1.9579444469679386,3.4045973290517124,-6.107937287721298,-1.0401637567789916,-3.106782626937799,0.6490622999854304,1.8029886121232084,0.3374368912792588,-2.699182480086279,1.810644231652126,1.9286691874952442,0.6301099103951715,-1.753345717737767,0.4197324301721678,1.3208464050540456,-0.8448517417611562,-6.96828071219477,4.175568121868135,-6.376835562622916,6.593674994064697,-2.9452886675571506,6.419564934631937,-0.19421766918738048,-2.701779172241017,0.500743770084674,4.028433127520246,2.6035479786322635,0.6134958984639903,-1.909321232590156,-4.120997265859248,4.089822811100271,-3.618539895271302,1.5773926488471834,-0.12218376074649324,3.1633274564590006,1.7732078809126048,-1.1828141760727606,2.523102322392491,0.8452528085433314,2.859512094405802,-3.443632174638707,1.110646437164203,0.3015190873313739
135,cubic,79,2.559640331308218,1.239470305538178,1762.4328398982714,0.8297619921755802,1.6771832930148927,1.5788477666542662,-5.270347653961774,0.639927607298351,6.435088109785493,2.24850890459713,1.963303927493747,0.7062884080070534,2.0108807999470946,-6.6815693046331015,-2.6776162243599955,-2.00103288055633,5.043418997493564,4.4620828666323185,3.236735553354305,1.0155480890974533,4.444244733969251,-1.6613343480621907,-1.223695532555783,0.42791260503078454,-2.6697342509391357,-2.360526662545584,0.4160822930054415,-1.0436649121571677,-0.5391076592056858,5.074947429748616,7.870355884338016,0.006794813225730936,-3.1713446953441617,2.029160490381832,3.982963366984925,2.6197275613340123,-0.32057779527582353,6.67206349044153,-3.0904350197525035,2.145396868881693,2.3632830314051176,-1.496981370564213,-0.19208560229851257,1.1979237046016529,0.7137150560233909,0.14108454277554916,-1.390756548736693,-7.82323182903141,0.40393131052367787,-3.4738500787517954,-0.2322391397179009,8.06208614539539,-0.17940980517606095,0.5879858394879829
